Q,265,250,260,400,380,0,0,0
Q,264,251,258,398,380,1,1,0
Q,263,253,256,397,381,1,1,1
Q,261,251,254,396,382,0,0,0
Q,264,253,253,398,381,0,0,0
Q,264,252,253,399,381,4,6,7
Q,264,252,258,399,382,11,14,20
Q,265,253,267,400,382,7,7,11
Q,264,254,266,401,385,1,1,2
Q,263,254,263,397,381,0,0,0
Q,264,255,262,400,382,0,0,0
Q,265,253,261,399,382,1,1,0
Q,264,253,260,399,382,0,0,0
Q,265,253,259,401,382,0,0,0
Q,265,256,257,401,383,0,0,0
Q,267,255,258,402,384,7,8,10
Q,267,255,270,404,383,13,14,20
Q,265,254,269,404,384,3,3,5
Q,267,254,269,404,384,0,0,0
Q,266,255,266,404,384,0,0,0
Q,267,257,267,403,385,1,1,0
Q,266,255,268,402,385,0,0,0
Q,264,254,262,403,384,0,0,0
Q,265,253,259,403,384,0,0,0
Q,265,255,258,403,388,0,1,1
Q,265,257,265,405,385,11,16,22
Q,267,256,274,405,385,9,10,15
Q,267,257,272,405,385,4,4,6
Q,266,255,271,406,386,1,0,0
Q,267,256,271,406,385,0,0,0
Q,267,255,268,406,386,1,0,0
Q,267,256,268,406,385,1,0,0
Q,266,255,264,406,386,0,0,0
Q,265,255,262,407,386,0,0,0
Q,267,257,260,406,385,2,4,5
Q,267,256,266,410,386,12,16,23
Q,268,257,276,406,386,10,10,16
Q,268,256,276,406,386,3,3,5
Q,272,257,276,406,386,1,0,0
Q,268,255,271,406,386,0,0,0
Q,268,257,272,406,386,1,1,0
Q,267,258,272,406,385,0,0,0
Q,268,257,267,406,386,0,0,0
Q,268,255,262,406,386,0,0,0
Q,268,257,264,407,386,7,9,11
Q,268,259,271,407,386,19,24,31
Q,268,259,278,407,386,7,6,10
Q,268,256,275,407,388,1,0,0
Q,266,257,274,407,386,0,0,0
Q,269,258,275,407,385,0,0,0
