E,392,447,483,484,387,10,13,18
E,392,455,480,477,404,2,2,2
E,223,222,201,215,349,2,2,2
E,223,226,193,207,293,3,2,3
E,229,229,194,211,292,2,2,2
E,231,234,198,214,300,0,0,0
E,234,237,202,216,305,0,0,0
E,236,239,203,219,306,0,0,0
E,238,241,207,219,310,5,7,9
E,241,243,207,221,312,13,14,18
E,242,245,210,222,314,11,12,15
E,242,244,210,223,316,8,8,10
E,241,246,212,225,315,4,3,4
E,242,247,213,226,318,3,3,3
E,242,248,215,228,318,2,1,1
E,243,248,214,227,317,0,0,0
E,243,249,215,227,317,0,0,0
E,244,253,216,226,317,0,0,0
E,245,251,217,229,318,8,11,14
E,245,251,219,229,322,24,27,32
E,246,252,219,230,321,11,11,15
E,246,251,220,230,322,5,4,6
E,246,253,220,234,321,2,3,3
E,247,252,219,230,321,2,2,2
E,247,252,219,228,320,0,0,0
E,247,252,220,230,320,0,0,0
E,248,252,219,231,319,0,0,0
E,248,253,220,231,321,3,5,6
E,250,253,221,233,325,12,14,19
E,248,254,222,233,324,11,12,15
E,250,255,222,233,325,8,8,10
E,250,256,222,233,327,4,3,4
E,250,256,221,234,325,2,2,2
E,251,256,222,234,326,2,1,1
E,250,256,223,235,324,0,0,0
E,251,257,223,234,323,0,0,0
E,250,256,223,235,324,0,0,0
E,251,256,224,235,326,10,13,15
E,251,258,225,237,326,13,14,19
E,251,257,226,237,327,10,10,14
E,251,257,226,237,329,6,5,6
E,253,258,226,236,327,3,2,3
E,253,258,225,237,327,3,2,2
E,252,257,225,236,327,0,0,0
E,253,257,225,236,326,0,0,0
E,252,257,225,236,326,0,0,0
E,253,258,227,239,327,3,5,6
E,254,259,227,238,328,13,15,19
E,254,259,229,238,329,10,10,14
E,254,258,228,237,330,6,6,7
