P,304,305,385,459,389,0,0,0
P,306,306,390,460,389,20,24,33
P,305,304,392,460,390,7,7,12
P,305,304,391,460,390,0,0,0
P,304,305,392,461,390,0,0,0
P,303,303,389,459,391,0,0,0
P,304,305,387,457,390,0,0,0
P,304,304,384,457,391,2,5,6
P,305,305,388,457,391,21,26,36
P,304,305,395,457,392,6,7,10
P,303,304,393,458,392,0,0,0
P,304,302,466,459,393,0,0,0
P,302,304,458,460,393,0,0,0
P,303,303,451,460,394,0,0,0
P,304,303,448,461,394,4,6,8
P,303,306,412,460,393,17,21,32
P,298,305,417,460,392,4,4,7
P,299,305,416,460,393,0,0,0
P,290,304,417,460,393,0,0,0
P,292,303,418,459,393,0,0,0
P,292,302,417,460,393,0,0,0
P,294,305,418,460,392,7,9,14
P,293,305,420,461,393,13,15,22
P,295,304,418,460,393,4,3,5
P,294,304,417,459,393,0,0,0
P,294,303,418,460,394,0,0,0
P,292,304,416,460,393,0,0,0
P,293,304,417,457,393,0,0,0
P,294,303,416,460,393,7,10,11
P,295,305,417,461,393,15,19,28
P,296,304,418,461,393,3,3,4
P,294,303,419,460,393,0,0,0
P,295,304,417,461,394,0,0,0
P,295,304,417,460,394,0,0,0
P,296,304,416,459,396,0,0,0
P,295,304,415,459,394,0,0,0
P,296,305,415,459,394,19,25,35
P,296,305,417,459,393,15,18,26
P,296,303,415,458,394,5,5,8
P,295,303,415,458,393,0,0,0
P,295,303,414,458,393,0,0,0
P,296,305,414,457,393,0,0,0
P,294,304,412,457,393,0,0,0
P,296,303,413,457,393,0,0,0
P,297,304,414,458,393,11,16,24
P,297,305,415,458,392,18,22,32
P,298,303,415,457,393,10,12,18
P,296,302,415,457,393,2,2,3
P,297,306,414,457,393,0,0,0
P,297,303,413,456,393,0,0,0
