I,417,277,287,238,306,11,12,16
I,416,276,287,238,307,3,3,4
I,416,275,290,239,307,0,0,0
I,415,276,289,239,308,0,0,0
I,416,276,290,240,309,11,12,17
I,415,276,289,240,309,3,3,3
I,414,276,290,241,308,0,0,0
I,415,276,290,241,310,0,0,0
I,415,278,291,242,310,10,10,15
I,415,278,291,242,310,3,3,3
I,415,276,291,241,309,0,0,0
I,414,277,291,244,310,3,5,6
I,414,277,291,243,310,7,7,10
I,414,276,293,243,312,2,2,2
I,414,276,292,243,310,0,0,0
I,415,277,295,244,312,11,13,18
I,415,277,293,245,311,6,5,6
I,414,277,295,245,311,2,1,0
I,414,276,293,245,310,0,0,0
I,414,278,295,246,313,11,12,16
I,414,277,294,247,311,3,3,3
I,413,278,295,246,311,0,0,0
I,413,278,295,247,312,0,0,0
I,413,278,296,248,313,10,11,15
I,413,278,295,248,311,3,2,3
I,413,277,295,248,314,0,0,0
I,413,278,296,248,313,3,5,6
I,413,277,297,249,313,9,9,13
I,413,277,298,249,313,2,2,3
I,413,276,296,250,314,0,0,0
I,413,277,298,250,313,0,0,0
I,413,278,299,251,318,10,11,15
I,413,278,299,251,314,2,2,3
I,412,278,299,251,314,0,0,0
I,412,277,299,252,312,0,0,0
I,412,279,300,253,315,12,13,18
I,412,278,300,252,316,5,4,5
I,412,278,301,253,316,1,0,0
I,412,277,299,252,314,0,0,0
I,412,279,301,253,316,5,8,10
I,412,278,300,253,316,9,10,14
I,409,278,301,254,316,3,2,3
I,409,277,301,254,314,0,0,0
I,410,278,300,254,315,0,0,0
I,410,279,301,255,316,9,12,15
I,410,278,302,255,316,10,10,15
I,410,278,302,254,317,3,3,4
I,410,279,302,254,314,0,0,0
I,410,279,301,255,315,0,0,0
I,410,280,303,258,318,10,12,15
